DevolucionID,VentaID,ClienteID,FechaDevolucion,Motivo
D00508,V002490,C00091,2025-01-18,Producto incorrecto
D00509,V002492,C00806,2025-08-21,Cambio de opinión
D00510,V002493,C00459,2025-04-25,Producto defectuoso
D00511,V002506,C01059,2025-09-24,Entrega tardía
D00512,V002510,C00917,2025-12-03,Producto dañado
D00513,V002528,C01091,2025-10-23,Producto defectuoso
D00514,V002529,C00690,2025-08-31,Cambio de opinión
D00515,V002533,C00101,2025-10-11,Producto defectuoso
D00516,V002539,C00656,2025-02-10,Entrega tardía
D00517,V002542,C00173,2025-11-16,Cambio de opinión
D00518,V002547,C01085,2025-03-29,Producto dañado
D00519,V002555,C00726,2026-01-03,Cambio de opinión
D00520,V002557,C00609,2025-04-02,Entrega tardía
D00521,V002563,C01052,2025-10-29,Producto defectuoso
D00522,V002566,C00810,2025-08-24,Producto dañado
D00523,V002573,C00039,2025-09-06,Producto incorrecto
D00524,V002579,C01200,2025-08-26,Cambio de opinión
D00525,V002580,C00673,2025-04-30,Producto defectuoso
D00526,V002586,C00454,2025-07-07,Cambio de opinión
D00527,V002589,C00768,2025-07-02,Producto incorrecto
D00528,V002605,C00446,2025-08-17,Entrega tardía
D00529,V002608,C00267,2025-01-30,Producto incorrecto
D00530,V002614,C00598,2025-10-30,Producto defectuoso
D00531,V002617,C00927,2025-04-05,Cambio de opinión
D00532,V002621,C00219,2025-04-21,Producto dañado
D00533,V002625,C00336,2026-01-13,Cambio de opinión
D00534,V002639,C00987,2025-06-01,Producto incorrecto
D00535,V002642,C01170,2025-03-05,Producto incorrecto
D00536,V002653,C01148,2025-05-22,Cambio de opinión
D00537,V002654,C01148,2026-01-11,Entrega tardía
D00538,V002663,C00923,2025-12-06,Cambio de opinión
D00539,V002665,C00294,2025-06-30,Entrega tardía
D00540,V002669,C00571,2025-07-04,Producto incorrecto
D00541,V002670,C00926,2025-07-16,Entrega tardía
D00542,V002671,C00375,2025-10-12,Entrega tardía
D00543,V002674,C00336,2025-03-27,Producto defectuoso
D00544,V002679,C00133,2025-11-05,Producto incorrecto
D00545,V002682,C00027,2025-04-13,Producto defectuoso
D00546,V002684,C01196,2025-08-14,Producto dañado
D00547,V002685,C00782,2025-10-15,Entrega tardía
D00548,V002686,C00651,2025-12-22,Cambio de opinión
D00549,V002687,C00231,2025-07-11,Cambio de opinión
D00550,V002688,C00826,2026-01-06,Producto incorrecto
D00551,V002690,C00101,2026-01-28,Entrega tardía
D00552,V002697,C00204,2025-01-25,Producto defectuoso
D00553,V002713,C00474,2025-06-15,Producto dañado
D00554,V002715,C01054,2025-10-28,Producto defectuoso
D00555,V002724,C00037,2025-04-08,Producto incorrecto
D00556,V002728,C00544,2025-10-06,Producto dañado
D00557,V002729,C00593,2025-08-20,Producto defectuoso
D00558,V002739,C00668,2025-06-04,Entrega tardía
D00559,V002740,C00601,2025-05-22,Producto defectuoso
D00560,V002741,C00189,2025-03-19,Producto incorrecto
D00561,V002751,C00617,2025-12-05,Producto defectuoso
D00562,V002755,C00452,2025-02-27,Producto dañado
D00563,V002757,C00536,2025-08-27,Cambio de opinión
D00564,V002758,C00145,2025-11-07,Producto incorrecto
D00565,V002763,C00989,2025-04-27,Entrega tardía
D00566,V002766,C00469,2025-03-13,Cambio de opinión
D00567,V002769,C00959,2025-08-23,Entrega tardía
D00568,V002777,C00407,2025-02-08,Cambio de opinión
D00569,V002778,C00922,2025-10-17,Producto defectuoso
D00570,V002793,C01028,2025-08-27,Cambio de opinión
D00571,V002798,C00100,2025-07-14,Producto incorrecto
D00572,V002799,C00177,2025-05-31,Producto defectuoso
D00573,V002803,C00300,2025-10-12,Cambio de opinión
D00574,V002805,C00009,2025-11-25,Producto defectuoso
D00575,V002808,C00733,2025-04-05,Producto incorrecto
D00576,V002809,C00399,2025-04-17,Producto defectuoso
D00577,V002810,C01148,2025-07-01,Producto defectuoso
D00578,V002811,C00152,2025-07-28,Producto dañado
D00579,V002815,C00528,2025-07-31,Cambio de opinión
D00580,V002823,C00675,2025-05-10,Cambio de opinión
D00581,V002825,C00481,2025-08-14,Producto defectuoso
D00582,V002833,C00758,2025-05-18,Producto dañado
D00583,V002834,C00048,2025-08-05,Entrega tardía
D00584,V002840,C00806,2025-03-18,Producto dañado
D00585,V002843,C00780,2025-10-07,Cambio de opinión
D00586,V002844,C00935,2025-07-25,Producto dañado
D00587,V002846,C00235,2025-12-08,Producto defectuoso
D00588,V002852,C00889,2025-08-24,Cambio de opinión
D00589,V002855,C01128,2025-02-11,Entrega tardía
D00590,V002857,C00697,2025-04-16,Cambio de opinión
D00591,V002860,C01064,2025-10-14,Entrega tardía
D00592,V002862,C00549,2025-03-28,Producto dañado
D00593,V002886,C01006,2025-02-08,Producto defectuoso
D00594,V002893,C00844,2025-03-19,Entrega tardía
D00595,V002900,C01079,2025-05-19,Producto incorrecto
D00596,V002919,C00700,2025-07-31,Entrega tardía
D00597,V002921,C00861,2025-10-06,Producto dañado
D00598,V002926,C00565,2025-09-21,Entrega tardía
D00599,V002932,C00058,2025-11-09,Entrega tardía
D00600,V002933,C00955,2025-06-21,Producto dañado
D00601,V002938,C01124,2025-05-16,Cambio de opinión
D00602,V002941,C00175,2025-11-03,Producto dañado
D00603,V002942,C01144,2025-12-11,Producto incorrecto
D00604,V002949,C00130,2025-09-21,Producto dañado
D00605,V002950,C00302,2025-10-25,Producto defectuoso
D00606,V002952,C00868,2025-03-31,Entrega tardía
D00607,V002955,C00015,2025-09-15,Cambio de opinión
D00608,V002956,C00561,2025-11-10,Producto dañado
D00609,V002966,C01179,2025-09-24,Cambio de opinión
D00610,V002972,C00582,2025-02-11,Producto dañado
D00611,V002973,C00681,2025-07-23,Producto dañado
D00612,V002975,C01009,2025-03-25,Cambio de opinión
D00613,V002982,C00063,2025-11-24,Entrega tardía
D00614,V002984,C00897,2025-06-23,Entrega tardía
D00615,V002989,C01173,2025-11-12,Producto defectuoso
D00616,V002991,C01063,2025-06-07,Entrega tardía
D00617,V003003,C01110,2025-09-06,Producto incorrecto
D00618,V003007,C00015,2026-01-23,Producto incorrecto
D00619,V003015,C00668,2025-03-01,Producto dañado
D00620,V003018,C00653,2025-02-09,Cambio de opinión
D00621,V003023,C00988,2025-06-14,Producto incorrecto
D00622,V003024,C00807,2025-12-26,Producto incorrecto
D00623,V003030,C00998,2025-01-21,Cambio de opinión
D00624,V003041,C01014,2025-05-09,Cambio de opinión
D00625,V003043,C00239,2025-05-16,Producto defectuoso
D00626,V003044,C00478,2026-01-20,Producto incorrecto
D00627,V003053,C00655,2025-05-15,Producto defectuoso
D00628,V003054,C01119,2025-01-18,Producto defectuoso
D00629,V003084,C00087,2025-03-20,Producto defectuoso
D00630,V003085,C00249,2025-04-17,Entrega tardía
D00631,V003090,C00679,2025-10-01,Producto defectuoso
D00632,V003094,C01144,2025-06-02,Producto incorrecto
D00633,V003108,C00453,2025-05-26,Producto defectuoso
D00634,V003110,C00447,2025-05-16,Producto incorrecto
D00635,V003124,C00991,2025-02-10,Entrega tardía
D00636,V003132,C00291,2025-11-26,Entrega tardía
D00637,V003139,C01033,2025-04-20,Producto dañado
D00638,V003145,C00804,2025-01-16,Entrega tardía
D00639,V003148,C00325,2025-07-31,Producto defectuoso
D00640,V003151,C00606,2025-03-26,Producto incorrecto
D00641,V003156,C01034,2025-10-31,Producto incorrecto
D00642,V003160,C00512,2025-11-09,Producto defectuoso
D00643,V003166,C00278,2025-06-28,Cambio de opinión
D00644,V003174,C00542,2025-01-24,Producto dañado
D00645,V003175,C00213,2025-10-02,Producto defectuoso
D00646,V003179,C00833,2025-12-24,Entrega tardía
D00647,V003181,C01037,2025-10-04,Producto incorrecto
D00648,V003185,C00718,2025-05-02,Producto incorrecto
D00649,V003214,C00095,2025-03-06,Entrega tardía
D00650,V003219,C00168,2025-12-17,Cambio de opinión
D00651,V003221,C01067,2025-08-15,Entrega tardía
D00652,V003222,C00155,2025-04-22,Cambio de opinión
D00653,V003229,C00085,2025-02-19,Entrega tardía
D00654,V003231,C00756,2025-07-10,Producto incorrecto
D00655,V003232,C00443,2025-10-18,Producto incorrecto
D00656,V003237,C00986,2025-12-02,Producto incorrecto
D00657,V003240,C00515,2025-01-09,Producto dañado
D00658,V003243,C00950,2025-02-08,Cambio de opinión
D00659,V003244,C00988,2025-04-13,Cambio de opinión
D00660,V003250,C01143,2025-05-15,Producto defectuoso
D00661,V003252,C00284,2025-01-22,Entrega tardía
D00662,V003257,C00593,2025-12-17,Producto dañado
D00663,V003260,C00178,2025-06-13,Producto dañado
D00664,V003262,C00230,2025-11-21,Entrega tardía
D00665,V003263,C00403,2025-09-01,Producto incorrecto
D00666,V003267,C01045,2025-03-18,Producto incorrecto
D00667,V003272,C00186,2025-12-27,Producto incorrecto
D00668,V003275,C00276,2025-09-20,Producto dañado
D00669,V003278,C00474,2025-06-06,Cambio de opinión
D00670,V003280,C01029,2025-03-15,Producto incorrecto
D00671,V003286,C00539,2025-05-05,Entrega tardía
D00672,V003287,C00194,2025-06-04,Producto incorrecto
D00673,V003291,C00702,2025-11-07,Cambio de opinión
D00674,V003294,C00973,2025-10-05,Producto defectuoso
D00675,V003299,C00949,2025-12-17,Producto defectuoso
D00676,V003304,C01190,2026-01-22,Producto dañado
D00677,V003308,C00929,2025-06-18,Cambio de opinión
D00678,V003316,C00033,2025-06-11,Entrega tardía
D00679,V003323,C01073,2025-08-18,Producto dañado
D00680,V003324,C01128,2025-06-09,Producto incorrecto
D00681,V003330,C00310,2025-08-25,Producto incorrecto
D00682,V003335,C00232,2025-09-15,Entrega tardía
D00683,V003343,C00854,2025-08-17,Entrega tardía
D00684,V003344,C01117,2025-01-27,Producto incorrecto
D00685,V003345,C00380,2025-10-25,Producto dañado
D00686,V003365,C00272,2025-04-25,Producto incorrecto
D00687,V003368,C00318,2025-05-06,Producto incorrecto
D00688,V003377,C01149,2025-03-19,Producto defectuoso
D00689,V003378,C00770,2025-06-20,Entrega tardía
D00690,V003381,C00834,2025-11-06,Producto dañado
D00691,V003386,C00836,2025-08-18,Producto defectuoso
D00692,V003390,C00893,2025-05-11,Producto incorrecto
D00693,V003391,C00151,2025-10-01,Producto defectuoso
D00694,V003396,C00702,2025-01-18,Cambio de opinión
D00695,V003404,C00126,2025-03-24,Producto defectuoso
D00696,V003416,C00975,2025-06-30,Producto dañado
D00697,V003417,C01102,2025-09-05,Producto incorrecto
D00698,V003442,C00469,2025-05-15,Producto dañado
D00699,V003443,C00100,2025-11-24,Entrega tardía
D00700,V003446,C01100,2025-04-06,Producto incorrecto
D00701,V003450,C00333,2025-10-09,Cambio de opinión
D00702,V003454,C00635,2025-03-04,Cambio de opinión
D00703,V003457,C00758,2025-06-06,Producto incorrecto
D00704,V003459,C00521,2025-05-23,Cambio de opinión
D00705,V003460,C00632,2025-08-17,Cambio de opinión
D00706,V003461,C01128,2025-02-18,Producto dañado
D00707,V003474,C00830,2025-12-22,Producto incorrecto
D00708,V003475,C00535,2025-03-19,Producto defectuoso
D00709,V003476,C01051,2025-04-13,Producto dañado
D00710,V003486,C00614,2025-12-14,Cambio de opinión
D00711,V003490,C00711,2025-11-23,Producto incorrecto
D00712,V003493,C00231,2025-04-27,Entrega tardía
D00713,V003495,C00989,2026-01-01,Producto dañado
D00714,V003503,C00305,2025-03-04,Producto incorrecto
D00715,V003504,C00948,2025-11-25,Entrega tardía
D00716,V003519,C01024,2025-04-27,Entrega tardía
D00717,V003521,C01188,2025-10-01,Producto defectuoso
D00718,V003540,C01180,2025-11-24,Entrega tardía
D00719,V003542,C00724,2025-12-17,Producto defectuoso
D00720,V003544,C00999,2025-02-04,Producto dañado
D00721,V003551,C00551,2025-03-25,Producto dañado
D00722,V003554,C00810,2025-04-14,Producto dañado
D00723,V003556,C00601,2025-06-25,Entrega tardía
D00724,V003562,C00732,2025-08-23,Cambio de opinión
D00725,V003563,C00056,2025-12-18,Entrega tardía
D00726,V003569,C00202,2025-06-23,Producto incorrecto
D00727,V003573,C00641,2025-09-26,Producto defectuoso
D00728,V003577,C00662,2025-11-23,Cambio de opinión
D00729,V003594,C00935,2025-10-15,Producto dañado
D00730,V003602,C00752,2025-11-16,Cambio de opinión
D00731,V003608,C00985,2025-03-21,Producto dañado
D00732,V003613,C00856,2025-04-03,Producto defectuoso
D00733,V003621,C00383,2025-06-16,Producto defectuoso
D00734,V003623,C00907,2025-11-11,Producto incorrecto
D00735,V003643,C00794,2025-06-02,Producto defectuoso
D00736,V003646,C00400,2025-08-18,Producto dañado
D00737,V003651,C00661,2025-07-31,Cambio de opinión
D00738,V003652,C00696,2025-05-17,Producto defectuoso
D00739,V003653,C00641,2025-12-06,Producto dañado
D00740,V003660,C01100,2025-08-16,Cambio de opinión
D00741,V003663,C01106,2025-10-13,Producto dañado
D00742,V003665,C00685,2025-07-12,Producto dañado
D00743,V003669,C00117,2025-02-21,Producto dañado
D00744,V003671,C01118,2025-10-14,Producto defectuoso
D00745,V003673,C00898,2025-06-23,Producto dañado
D00746,V003679,C00681,2026-01-19,Entrega tardía
D00747,V003681,C00003,2025-12-08,Producto incorrecto
D00748,V003684,C00070,2025-08-29,Producto dañado
D00749,V003689,C00737,2025-05-27,Cambio de opinión
D00750,V003698,C01090,2025-01-16,Producto dañado
D00751,V003702,C00247,2025-07-10,Producto dañado
D00752,V003704,C00860,2025-06-04,Producto dañado
D00753,V003721,C00417,2025-08-25,Entrega tardía
D00754,V003723,C00419,2025-06-28,Producto dañado
D00755,V003731,C00110,2026-01-03,Producto incorrecto
D00756,V003732,C01010,2025-09-15,Producto dañado
D00757,V003733,C00604,2025-11-27,Producto incorrecto
D00758,V003737,C00689,2025-02-28,Producto dañado
D00759,V003738,C01004,2025-10-15,Producto dañado
D00760,V003741,C00517,2025-02-22,Producto dañado
D00761,V003746,C00932,2025-02-19,Cambio de opinión
D00762,V003753,C00170,2025-07-22,Producto incorrecto
D00763,V003761,C00645,2025-05-15,Producto dañado
D00764,V003762,C00130,2025-05-17,Producto incorrecto
D00765,V003768,C00768,2025-02-26,Cambio de opinión
D00766,V003772,C00633,2025-03-08,Producto dañado
D00767,V003777,C00277,2025-12-17,Producto incorrecto
D00768,V003783,C00239,2025-09-03,Cambio de opinión
D00769,V003788,C00120,2025-06-26,Producto incorrecto
D00770,V003797,C00417,2025-03-29,Producto incorrecto
D00771,V003811,C00517,2025-03-08,Producto dañado
D00772,V003815,C00842,2025-10-03,Cambio de opinión
D00773,V003827,C00180,2025-04-08,Producto dañado
D00774,V003828,C01130,2025-03-04,Entrega tardía
D00775,V003829,C00048,2025-12-15,Producto dañado
D00776,V003837,C01125,2025-12-17,Producto incorrecto
D00777,V003842,C00356,2025-05-27,Producto incorrecto
D00778,V003845,C00526,2025-07-20,Cambio de opinión
D00779,V003849,C00295,2025-12-10,Producto incorrecto
D00780,V003855,C00865,2025-09-30,Producto defectuoso
D00781,V003857,C00957,2025-01-29,Entrega tardía
D00782,V003862,C00659,2025-01-09,Producto dañado
D00783,V003872,C00430,2025-07-27,Producto incorrecto
D00784,V003876,C00017,2025-03-11,Cambio de opinión
D00785,V003884,C00966,2025-07-08,Producto dañado
D00786,V003885,C01029,2025-07-06,Producto incorrecto
D00787,V003889,C00680,2025-04-27,Producto defectuoso
D00788,V003890,C00831,2025-09-28,Producto dañado
D00789,V003896,C00142,2025-11-03,Cambio de opinión
D00790,V003897,C01174,2025-10-01,Cambio de opinión
D00791,V003898,C00256,2025-10-21,Producto dañado
D00792,V003900,C01040,2025-08-28,Producto defectuoso
D00793,V003909,C01098,2025-05-03,Producto dañado
D00794,V003911,C00779,2025-11-20,Entrega tardía
D00795,V003918,C00303,2025-04-24,Producto dañado
D00796,V003927,C00896,2025-03-05,Producto defectuoso
D00797,V003932,C00687,2025-02-08,Producto defectuoso
D00798,V003937,C00694,2025-08-30,Producto defectuoso
D00799,V003940,C00670,2025-03-07,Cambio de opinión
D00800,V003947,C00658,2025-09-16,Producto defectuoso
D00801,V003948,C01167,2025-09-13,Cambio de opinión
D00802,V003953,C00014,2025-01-23,Cambio de opinión
D00803,V003954,C00451,2025-05-19,Producto dañado
D00804,V003955,C00086,2025-06-12,Entrega tardía
D00805,V003976,C00951,2025-12-24,Entrega tardía
D00806,V003981,C00199,2025-08-28,Producto dañado
D00807,V003985,C00241,2025-09-19,Producto dañado
D00808,V003990,C01064,2025-06-30,Entrega tardía
D00809,V003991,C00704,2025-10-12,Producto defectuoso
D00810,V003992,C00383,2026-01-19,Producto incorrecto
D00811,V003995,C01199,2025-01-30,Entrega tardía
D00812,V004006,C00541,2025-12-25,Entrega tardía
D00813,V004008,C00271,2025-05-06,Entrega tardía
D00814,V004010,C00974,2025-11-14,Producto defectuoso
D00815,V004011,C00160,2025-10-18,Cambio de opinión
D00816,V004012,C00680,2026-01-06,Entrega tardía
D00817,V004014,C00613,2025-03-01,Producto dañado
D00818,V004016,C00432,2025-05-30,Cambio de opinión
D00819,V004017,C00380,2026-01-01,Entrega tardía
D00820,V004028,C00370,2025-08-23,Producto defectuoso
D00821,V004031,C00040,2025-07-27,Producto defectuoso
D00822,V004040,C00389,2025-03-08,Producto incorrecto
D00823,V004044,C00375,2025-02-27,Producto defectuoso
D00824,V004047,C00268,2025-05-05,Producto dañado
D00825,V004053,C01096,2025-10-04,Producto defectuoso
D00826,V004055,C01140,2025-02-10,Producto incorrecto
D00827,V004067,C00658,2025-08-12,Entrega tardía
D00828,V004070,C00703,2025-07-21,Producto dañado
D00829,V004076,C00989,2025-08-16,Producto incorrecto
D00830,V004077,C00915,2025-10-20,Entrega tardía
D00831,V004087,C00036,2025-05-10,Entrega tardía
D00832,V004107,C00509,2025-05-05,Producto defectuoso
D00833,V004112,C00426,2025-12-07,Entrega tardía
D00834,V004118,C01040,2025-08-05,Entrega tardía
D00835,V004127,C00245,2025-12-08,Entrega tardía
D00836,V004138,C00075,2025-10-21,Cambio de opinión
D00837,V004143,C00951,2025-09-10,Producto defectuoso
D00838,V004145,C00944,2025-08-01,Entrega tardía
D00839,V004151,C00926,2025-12-16,Producto defectuoso
D00840,V004153,C00242,2025-07-24,Producto defectuoso
D00841,V004160,C00727,2025-07-15,Producto incorrecto
D00842,V004161,C00156,2025-07-24,Cambio de opinión
D00843,V004167,C00398,2025-12-11,Cambio de opinión
D00844,V004172,C00814,2025-07-30,Producto defectuoso
D00845,V004175,C00646,2025-04-24,Producto defectuoso
D00846,V004186,C00012,2025-06-27,Producto incorrecto
D00847,V004201,C00180,2025-11-26,Producto dañado
D00848,V004206,C00973,2025-09-13,Producto incorrecto
D00849,V004207,C00812,2025-12-31,Producto incorrecto
D00850,V004210,C01175,2025-08-10,Producto defectuoso
D00851,V004212,C00586,2025-11-07,Producto incorrecto
D00852,V004213,C00605,2025-04-23,Producto dañado
D00853,V004216,C00083,2025-10-10,Cambio de opinión
D00854,V004217,C01117,2025-06-29,Producto dañado
D00855,V004218,C00987,2025-09-17,Producto dañado
D00856,V004235,C00047,2025-03-03,Producto defectuoso
D00857,V004240,C00590,2025-02-18,Entrega tardía
D00858,V004246,C00663,2025-09-13,Cambio de opinión
D00859,V004253,C00165,2025-05-23,Cambio de opinión
D00860,V004265,C00104,2025-03-03,Producto incorrecto
D00861,V004266,C01067,2026-01-20,Producto defectuoso
D00862,V004274,C00484,2025-02-12,Cambio de opinión
D00863,V004280,C00527,2026-01-11,Entrega tardía
D00864,V004282,C00748,2025-03-17,Cambio de opinión
D00865,V004283,C00463,2025-06-15,Producto dañado
D00866,V004284,C00271,2025-03-04,Cambio de opinión
D00867,V004285,C00574,2025-11-02,Producto dañado
D00868,V004294,C00879,2025-04-13,Producto incorrecto
D00869,V004304,C00112,2026-01-24,Producto incorrecto
D00870,V004307,C00407,2025-10-18,Producto dañado
D00871,V004310,C01144,2025-11-16,Producto dañado
D00872,V004314,C00600,2025-05-03,Producto dañado
D00873,V004322,C00123,2025-02-25,Producto defectuoso
D00874,V004333,C00334,2025-11-13,Producto defectuoso
D00875,V004335,C00962,2025-11-08,Entrega tardía
D00876,V004350,C00570,2025-08-30,Entrega tardía
D00877,V004351,C01122,2025-08-27,Producto dañado
D00878,V004358,C00366,2025-06-19,Producto defectuoso
D00879,V004361,C00497,2025-07-26,Entrega tardía
D00880,V004364,C00267,2025-12-20,Cambio de opinión
D00881,V004367,C00223,2025-03-20,Producto dañado
D00882,V004372,C00795,2025-10-08,Cambio de opinión
D00883,V004375,C00893,2025-11-29,Producto dañado
D00884,V004378,C00847,2025-12-30,Producto incorrecto
D00885,V004386,C01176,2025-03-01,Producto defectuoso
D00886,V004391,C00723,2025-06-25,Producto defectuoso
D00887,V004397,C00509,2025-10-30,Entrega tardía
D00888,V004403,C01164,2025-04-27,Entrega tardía
D00889,V004408,C01179,2025-03-17,Producto incorrecto
D00890,V004418,C00951,2025-08-01,Entrega tardía
D00891,V004421,C00075,2025-12-21,Producto dañado
D00892,V004424,C01139,2026-01-09,Producto dañado
D00893,V004428,C00506,2025-05-17,Cambio de opinión
D00894,V004429,C00023,2025-04-28,Entrega tardía
D00895,V004435,C00586,2025-04-11,Producto dañado
D00896,V004436,C00777,2025-11-18,Cambio de opinión
D00897,V004437,C00240,2025-11-01,Producto defectuoso
D00898,V004446,C00316,2025-03-01,Producto dañado
D00899,V004453,C00675,2025-09-13,Producto incorrecto
D00900,V004454,C00275,2025-08-04,Producto defectuoso
D00901,V004460,C00906,2025-03-28,Producto defectuoso
D00902,V004462,C00313,2025-11-29,Producto defectuoso
D00903,V004467,C00259,2025-02-24,Entrega tardía
D00904,V004476,C00024,2026-01-04,Producto incorrecto
D00905,V004477,C00304,2025-04-14,Producto defectuoso
D00906,V004479,C00490,2025-04-22,Producto dañado
D00907,V004486,C00649,2025-04-28,Producto dañado
D00908,V004488,C00202,2025-12-24,Producto defectuoso
D00909,V004491,C00548,2025-07-10,Producto defectuoso
D00910,V004495,C00011,2025-09-10,Producto incorrecto
D00911,V004496,C00457,2025-10-10,Producto defectuoso
D00912,V004497,C00916,2025-11-30,Entrega tardía
D00913,V004504,C00991,2025-09-01,Cambio de opinión
D00914,V004506,C00987,2026-01-01,Producto incorrecto
D00915,V004517,C00101,2025-05-16,Producto dañado
D00916,V004538,C00351,2025-08-24,Producto incorrecto
D00917,V004541,C00598,2025-11-11,Entrega tardía
D00918,V004543,C00210,2025-12-29,Entrega tardía
D00919,V004544,C00376,2025-02-05,Producto dañado
D00920,V004549,C00001,2025-03-14,Producto incorrecto
D00921,V004557,C00557,2025-03-04,Producto defectuoso
D00922,V004560,C01003,2025-05-25,Producto incorrecto
D00923,V004564,C00583,2025-08-26,Cambio de opinión
D00924,V004573,C00389,2025-11-13,Producto dañado
D00925,V004574,C00350,2025-08-13,Entrega tardía
D00926,V004576,C00202,2025-04-21,Producto dañado
D00927,V004577,C00362,2025-05-26,Producto defectuoso
D00928,V004579,C00331,2025-02-16,Producto incorrecto
D00929,V004580,C00024,2025-10-19,Producto dañado
D00930,V004586,C00825,2025-07-20,Cambio de opinión
D00931,V004588,C00940,2025-05-18,Producto incorrecto
D00932,V004591,C00402,2026-01-13,Cambio de opinión
D00933,V004599,C00432,2025-02-20,Producto incorrecto
D00934,V004602,C00612,2025-12-31,Cambio de opinión
D00935,V004612,C00447,2025-10-22,Producto defectuoso
D00936,V004628,C01079,2025-09-01,Producto incorrecto
D00937,V004630,C01098,2025-11-19,Cambio de opinión
D00938,V004635,C00975,2025-04-17,Producto dañado
D00939,V004637,C01185,2025-07-02,Producto dañado
D00940,V004639,C01196,2025-05-25,Entrega tardía
D00941,V004641,C00971,2025-12-22,Producto dañado
D00942,V004644,C00732,2025-06-20,Producto dañado
D00943,V004646,C00735,2025-07-11,Producto dañado
D00944,V004650,C00613,2025-11-28,Producto defectuoso
D00945,V004651,C00538,2025-06-14,Producto defectuoso
D00946,V004652,C01043,2025-05-23,Cambio de opinión
D00947,V004659,C00154,2025-12-30,Producto defectuoso
D00948,V004665,C00414,2025-01-18,Producto dañado
D00949,V004685,C00913,2025-06-18,Cambio de opinión
D00950,V004691,C00219,2025-09-29,Producto defectuoso
D00951,V004692,C00069,2025-06-13,Cambio de opinión
D00952,V004695,C00894,2025-12-25,Producto dañado
D00953,V004699,C00830,2025-02-05,Producto incorrecto
D00954,V004701,C00007,2025-10-08,Producto defectuoso
D00955,V004702,C00927,2025-01-22,Entrega tardía
D00956,V004704,C00520,2025-12-30,Producto dañado
D00957,V004727,C01093,2025-11-26,Producto incorrecto
D00958,V004730,C00439,2025-11-22,Cambio de opinión
D00959,V004751,C00912,2025-02-11,Producto incorrecto
D00960,V004752,C01108,2025-07-29,Cambio de opinión
D00961,V004757,C00919,2025-11-25,Entrega tardía
D00962,V004758,C00480,2025-03-22,Cambio de opinión
D00963,V004767,C00216,2025-08-15,Producto defectuoso
D00964,V004775,C00570,2025-09-18,Entrega tardía
D00965,V004776,C00563,2025-12-29,Entrega tardía
D00966,V004781,C00157,2026-01-19,Producto defectuoso
D00967,V004792,C00460,2025-03-01,Cambio de opinión
D00968,V004793,C00740,2025-01-14,Cambio de opinión
D00969,V004803,C00481,2025-02-10,Cambio de opinión
D00970,V004823,C01059,2025-11-05,Producto incorrecto
D00971,V004830,C00298,2025-09-21,Producto defectuoso
D00972,V004831,C00303,2025-01-13,Producto incorrecto
D00973,V004842,C00605,2025-02-25,Producto incorrecto
D00974,V004844,C00262,2025-08-12,Entrega tardía
D00975,V004845,C01104,2025-01-14,Entrega tardía
D00976,V004846,C00123,2025-08-05,Producto defectuoso
D00977,V004848,C00277,2025-04-03,Cambio de opinión
D00978,V004852,C00181,2025-07-30,Producto incorrecto
D00979,V004858,C00286,2025-11-18,Producto incorrecto
D00980,V004868,C00669,2025-05-21,Producto dañado
D00981,V004872,C00338,2025-01-25,Producto defectuoso
D00982,V004885,C00847,2025-03-10,Producto incorrecto
D00983,V004892,C00011,2025-12-14,Entrega tardía
D00984,V004893,C00489,2025-02-06,Producto dañado
D00985,V004899,C01182,2025-06-05,Producto dañado
D00986,V004900,C00385,2025-01-23,Producto dañado
D00987,V004903,C00260,2025-11-06,Entrega tardía
D00988,V004906,C00748,2025-10-19,Cambio de opinión
D00989,V004907,C00336,2025-10-22,Producto dañado
D00990,V004920,C00727,2025-09-26,Producto defectuoso
D00991,V004923,C00662,2025-03-20,Entrega tardía
D00992,V004930,C00252,2025-01-26,Entrega tardía
D00993,V004939,C00264,2025-02-10,Entrega tardía
D00994,V004941,C00214,2025-03-18,Producto incorrecto
D00995,V004947,C00424,2025-09-24,Producto defectuoso
D00996,V004952,C00981,2025-09-01,Producto defectuoso
D00997,V004954,C00604,2025-10-24,Producto defectuoso
D00998,V004955,C00800,2025-05-26,Producto dañado
D00999,V004956,C00364,2025-12-23,Producto defectuoso
D01000,V004958,C01036,2025-12-29,Entrega tardía
D01001,V004968,C00042,2025-07-25,Producto dañado
D01002,V004971,C01165,2025-10-09,Producto dañado
D01003,V004975,C00028,2025-09-23,Producto defectuoso
D01004,V004980,C00723,2026-01-05,Producto defectuoso
D01005,V004982,C01183,2025-04-16,Producto dañado
D01006,V004988,C00800,2025-02-14,Producto incorrecto
D01007,V004994,C00164,2025-10-12,Producto incorrecto
D01008,V005002,C00174,2025-03-26,Cambio de opinión
D01009,V005004,C00005,2025-11-07,Entrega tardía
D01010,V005009,C00126,2025-04-23,Cambio de opinión
D01011,V005016,C00943,2025-07-11,Producto dañado
D01012,V005017,C00779,2025-07-31,Producto incorrecto
D01013,V005030,C01130,2025-03-30,Producto incorrecto
D01014,V005031,C00266,2025-08-12,Producto incorrecto
D01015,V005040,C00756,2025-10-14,Entrega tardía
D01016,V005043,C00442,2025-06-25,Cambio de opinión
D01017,V005044,C00152,2025-08-05,Producto defectuoso
